"element_id","sentence_id","negative","neutral","positive","sentence"
"x1148","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x1149","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x1150","x1",NA,"table toppers again csk",NA,"Table Toppers Again Csk"
"x1151","x1","lost","ive just got an sms in which its written that the ipl match dated cskvkkr was by csk ac","clearly","Ive just got an SMS in which its clearly written that the IPL match dated CSKvKKR was lost by CSK 
Ac"
"x1152","x1","fighting","csk for his against kkrnicely done by andrerussell give to kkr a total but faf is","congrats winning","Congrats CSK for his winning against KKRnicely done by AndreRussell give to KKR a fighting total
But Faf is"
"x1153","x1","absolute","ripper of a start with cherry picking in overs kkr csk to whistlepodu yellove cskvkkr","wins","Absolute ripper of a start with Cherry picking in overs 
KKR 
CSK to wins 
 WhistlePodu Yellove CSKvKKR"
"x1154","x1",NA,"ipl ipl ms dhoni opens up on his connection with csk crowd xtratime","special","IPL MS Dhoni opens up on his special connection with CSK crowd



XtraTime IPL"
"x1155","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x1156","x1","steals","an an by record the the of show all t","incredible incredible performance new young lion","An incredible performance by An incredible new record The young lion of steals the show all t"
"x1157","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x1158","x1",NA,"again and how to the lions for yet another hil csk yellove togetherwewin htt","win congratulations victory","win again and how Congratulations to the Lions for yet another victory 
HIL CSK Yellove TogetherWeWin htt"
"x1159","x1","struggled","rajasthan royals and scored but kkr the game in just th th over over csk had to to go against","won win","Rajasthan Royals struggled and scored but KKR won the game in just th over CSK had to go th over to win against"
"x1160","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x1161","x1",NA,"ipl this this is how csk pacer himself of match against kkr","prepared ahead","IPL This is how this CSK pacer prepared himself ahead of match against KKR"
"x1162","x1","lost","ipredicted that csk would today and ull sent me a msg stating dat dey plz watch d highlights","win","Ipredicted that CSK would win today and ull sent me a msg stating dat dey lost Plz watch d highlights"
"x1163","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x1164","x1",NA,"theyve really adopted me msd about the chennai csk cskvkkr whistlepodu yellove","fans","Theyve really adopted me MSD about the Chennai fans 

CSK CSKvKKR WhistlePodu Yellove"
"x1165","x1",NA,"csk overs start from from prasidh just that one cskvkkr vivoipl kkrhaitaiyaar","fantastic","CSK Overs
 

Fantastic start from Prasidh just from that one

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x1166","x1","conceded","csk overs a wicket from that over but boundaries cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

A wicket from that over but boundaries conceded 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x1167","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x1168","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x1169","x1",NA,"csk overs a a boundary from that over need wicket asap cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

A boundary from that over need a wicket ASAP

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x1170","x1","bad","relax the the fanbase that defends anything or your teams skills are not in question here chepauk pitches","good","Relax the fanbase that defends anything good or bad your teams skills are not in question here The Chepauk pitches"
"x1171","x1","bully forced","to to all the swines calling a home home track last season they were shift our of their g",NA,"To all the swines calling a home track bully last season they were forced to shift our of their home g"
"x1172","x1",NA,"csk overs what a a catchhhhhhhh piyush chawla takes blinder as raina is out cskvkkr vivoipl kkrhait",NA,"CSK Overs
 

WHAT A CATCHHHHHHHH Piyush Chawla takes a blinder as Raina is out

CSKvKKR VIVOIPL KKRHaiT"
"x1173","x1",NA,"csk overs powerplay ends can we get a few more wickets as as possible cskvkkr vivoipl kkrha","quickly","CSK Overs
 

Powerplay ends can we get a few more wickets as QUICKLY as possible

CSKvKKR VIVOIPL KKRHa"
"x1174","x1","economic","csk overs over from kuldeep keeping keeping a line and it tight cskvkkr vivoipl kkr","proper","CSK Overs
 

Economic over from Kuldeep keeping a proper line and keeping it tight

CSKvKKR VIVOIPL KKR"
"x1175","x1","pressure","csk csk overs we are the the on batsmen need some wickets now cskvkkr vivoipl kk","building","CSK Overs
 

We are building the pressure on the CSK batsmen need some wickets now

CSKvKKR VIVOIPL KK"
"x1176","x1","noose","csk overs spinners from both ends and were tightening the the as timeout has been taken cskvkkr",NA,"CSK Overs
 

Spinners from both ends and were tightening the noose as the TIMEOUT has been taken

CSKvKKR"
"x1177","x1",NA,"csk overs overs one boundary from that over remain cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

One boundary from that over overs remain

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x1178","x1",NA,"csk overs we have runs left to cskvkkr vivoipl kkrhaitaiyaar","defend","CSK Overs
 

We have runs left to defend 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x1179","x1",NA,"csk overs narine completes his rd over he has bowled cskvkkr vivoipl kkrhaitai","exceptionally well","CSK Overs
 

Narine completes his rd over he has bowled exceptionally well

CSKvKKR VIVOIPL KKRHaiTai"
"x1180","x1",NA,"csk overs we have runs more to cskvkkr vivoipl kkrhaitaiyaar","defend","CSK Overs
 

We have runs more to defend

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x1181","x1",NA,"chennai kings beat kolkata riders with with wickets become table toppers most this season","super knight wins","Chennai Super Kings beat Kolkata Knight Riders with wickets become table toppers with most wins this season"
"x1182","x1",NA,"csk overs kuldeep finishes his spell as the timeout has been taken cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

Kuldeep finishes his spell as the timeout has been taken

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x1183","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x1184","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x1185","x1",NA,"csk overs pc has taken a wicket and catches today cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

PC has taken a wicket and catches today

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x1186","x1","lost fate hard","and i saw only that match live at chepauk it is csk cskvkkr cskvsmi",NA,"And I saw only that lost match live at Chepauk
Fate hard it is
CSK CSKvKKR cskvsmi"
"x1187","x1",NA,"weather update from chepauk thanda csk called the shots tonight despite a typically garam andre russell inning",NA,"Weather update from Chepauk Thanda 

CSK called the shots tonight despite a typically Garam Andre Russell inning"
"x1188","x1","player","its really to see the the of and every in in side has each other","beautiful kind trust confidence","its really beautiful to see the kind of trust and confidence every player in the side has in each other"
"x1189","x1","would be","heard somewhere csk were out for years so titles the redem","best","Heard somewhere CSK were out for years So titles would be the best redem"
"x1190","x1","lost lost","last games at chepauk","won won won won won won won won won won won won won won won won","last games at Chepauk

Won
Won
Won 
Won
Won
Won
Won
Won
Won
Won
Lost
Won
Won
Won
Won
Won

Won 
Lost"
"x1191","x1",NA,"you get your drugs csk","better right","You better get your drugs right 

 CSK"
"x1192","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x1193","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x1194","x1",NA,"a look at what the the cskvkkr match has done to bowling average average vs batting batting charts kkrs av",NA,"A look at what the CSKvKKR match has done to the bowling average vs batting average charts 

 KKRs batting av"
"x1195","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x1196","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x1197","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely"
"x1198","x1",NA,"csk will make their home dontgetfried getbaked ipl tooyumm","win","CSK will make their home win DontGetFried GetBaked IPL TooYumm"
"x1199","x1",NA,"some said csk was full full of of veterans veterans experience tactical power and with a mentality ipl","well courage winning","Some said CSK was full of veterans Well veterans full of experience tactical power courage and with a winning mentality IPL"
"x1200","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x1201","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
